,timestep,imgid,x_gt,y_gt,onboard_lat,onboard_lon,translated_onboard_x,translated_onboard_y
18,24991330.0,541.0,465665.251687,5247974.188836,47.3843538,8.5451618,465669.451762414,5247977.674015508
19,25988216.0,571.0,465665.088825,5247974.031113,47.3843543,8.5451495,465668.52370192687,5247977.735006095
20,26989146.0,601.0,465664.674506,5247973.960194,47.3843553,8.5451427,465668.01109764917,5247977.849138259
21,27987000.0,631.0,465664.263487,5247973.865909,47.3843551,8.545135,465667.4297836247,5247977.830307054
22,28986773.0,661.0,465663.931917,5247973.628292,47.3843559,8.5451312,465667.143484902,5247977.920889644
23,29985701.0,691.0,465663.686244,5247973.384568,47.3843566,8.5451299,465667.0458174108,5247977.9992564265
24,30994598.0,721.0,465663.638741,5247973.355554,47.3843566,8.545127,465666.82692987326,5247978.000535285
25,31984283.0,751.0,465663.579073,5247973.449049,47.3843541,8.5451255,465666.7120889162,5247977.723362823
26,32988469.0,781.0,465663.523569,5247973.463732,47.38435,8.5451189,465666.2112688551,5247977.270625698
27,33990537.0,811.0,465663.486933,5247973.43749,47.3843475,8.545108,465665.38693019736,5247976.997598655
28,34996511.0,841.0,465663.353509,5247973.392721,47.3843455,8.5450965,465664.5176290489,5247976.780403127
29,35985152.0,871.0,465663.196314,5247973.303684,47.3843396,8.5450868,465663.78165659046,5247976.128992925
30,36990143.0,901.0,465663.062035,5247973.146146,47.3843375,8.5450877,465663.8482235717,5247975.89521549
31,37989044.0,931.0,465662.969994,5247972.9713,47.3843405,8.5450871,465663.8048845607,5247976.228880837
32,38995498.0,961.0,465662.881827,5247972.85776,47.38434,8.5450873,465663.8196555774,5247976.173225844
33,39987301.0,991.0,465662.924803,5247972.880759,47.3843307,8.5450892,465663.95702567254,5247975.138845627
34,40988166.0,1021.0,465663.126758,5247973.04768,47.3843228,8.545092,465664.1632355745,5247974.259655505
35,41985116.0,1051.0,465663.328791,5247973.108067,47.384317,8.5450871,465663.78962458717,5247973.617241772
36,42996139.0,1081.0,465663.615615,5247973.074926,47.3843106,8.5450826,465663.44581530953,5247972.907971504
37,43990078.0,1111.0,465663.848065,5247972.959125,47.3843083,8.5450788,465663.1575033513,5247972.654040199
38,44990278.0,1141.0,465664.030846,5247972.868878,47.3843109,8.5450764,465662.9780432554,5247972.944045982
39,45989353.0,1171.0,465664.077483,5247972.704337,47.3843201,8.5450733,465662.75003412075,5247973.967842108
40,46991230.0,1201.0,465664.03277,5247972.414784,47.384331,8.5450695,465662.4702940739,5247975.180874054
41,47990403.0,1231.0,465664.081083,5247971.959472,47.3843376,8.5450801,465663.2746519963,5247975.909680667
42,48991066.0,1261.0,465664.128353,5247971.418148,47.3843393,8.5450872,465663.81165317644,5247976.095476441
43,49985621.0,1291.0,465664.198722,5247970.94701,47.3843389,8.5450932,465664.26426435134,5247976.048376874
44,50987603.0,1321.0,465664.301125,5247970.528781,47.3843309,8.5450937,465664.2968087848,5247975.159087746
45,51987067.0,1351.0,465664.477817,5247970.103249,47.3843243,8.5450931,465664.2472359629,5247974.425870748
46,52996408.0,1381.0,465664.864231,5247969.533564,47.3843243,8.5450941,465664.3227144702,5247974.425429729
47,53987063.0,1411.0,465665.369986,5247968.719927,47.3843211,8.5450916,465664.13194026874,5247974.070904831
48,54988206.0,1441.0,465665.661658,5247967.802949,47.3843188,8.5450882,465663.8738198027,5247973.816797084
49,55989633.0,1471.0,465665.829723,5247966.956482,47.3843132,8.5450868,465663.76451346057,5247973.1950664865
50,56990730.0,1501.0,465666.003867,5247966.198347,47.3843074,8.5450839,465663.54185942665,5247972.55177072
51,57987768.0,1531.0,465666.086188,5247965.523712,47.3843032,8.5450806,465663.2900529206,5247972.086465098
52,59000097.0,1561.0,465666.261249,5247964.914525,47.384306,8.5450857,465663.67681167595,5247972.395389863
53,59990803.0,1591.0,465666.457996,5247964.287986,47.3842967,8.5450947,465664.3500795274,5247971.357878394
54,60987820.0,1621.0,465666.627835,5247963.61565,47.3842862,8.5451019,465664.886707004,5247970.187800533
55,61986624.0,1651.0,465666.685631,5247962.953734,47.3842775,8.5451014,465664.84331846796,5247969.2211589245
56,62989481.0,1681.0,465666.74326,5247962.338998,47.3842699,8.5451056,465665.1553935441,5247968.374691504
57,63986343.0,1711.0,465666.831446,5247961.654929,47.3842642,8.5451096,465665.45360671566,5247967.739466095
58,64994689.0,1741.0,465666.987233,5247960.856909,47.3842555,8.5451035,465664.9875380705,5247966.775294129
59,65990465.0,1771.0,465667.155511,5247960.043497,47.3842494,8.5451039,465665.01376856444,5247966.097202911
60,66990381.0,1801.0,465667.426796,5247959.282904,47.3842397,8.5450977,465664.5395025136,5247965.021941504
61,67988070.0,1831.0,465667.715606,5247958.497246,47.3842327,8.5450984,465664.58779214905,5247964.243697766
62,68995190.0,1861.0,465667.99334,5247957.718506,47.3842241,8.5450892,465663.88780421234,5247963.292006396
63,69989999.0,1891.0,465668.184598,5247956.992811,47.3842162,8.5450818,465663.3241322004,5247962.417314755
64,70990095.0,1921.0,465668.274677,5247956.293537,47.3842092,8.5450803,465663.2063686245,5247961.640041278
65,71989103.0,1951.0,465668.287881,5247955.512363,47.3842017,8.5450793,465663.12601967476,5247960.806980498
66,72994975.0,1981.0,465668.240305,5247954.639218,47.384194,8.5450801,465663.1814024779,5247959.950899147
67,73990580.0,2011.0,465668.13455,5247953.829572,47.3841874,8.5450819,465663.31297830667,5247959.216623697
68,75000710.0,2041.0,465668.133627,5247953.178164,47.3841801,8.5450821,465663.3233336741,5247958.405260398
69,75989663.0,2071.0,465668.29163,5247952.585157,47.3841744,8.545091,465663.991392907,5247957.767873889
70,76991726.0,2101.0,465668.457255,5247951.975588,47.3841677,8.5450959,465664.3568880209,5247957.021117945
71,77996073.0,2131.0,465668.52618,5247951.358508,47.3841628,8.5451036,465664.93489250576,5247956.473167627
72,79000118.0,2161.0,465668.687053,5247950.731803,47.3841565,8.5451065,465665.1496900597,5247955.771747185
73,79992207.0,2191.0,465668.922166,5247950.242739,47.3841509,8.5451147,465665.76497959596,5247955.145782947
74,81000374.0,2221.0,465669.124911,5247949.854076,47.3841451,8.545119,465666.08577222587,5247954.499311931
75,81991045.0,2251.0,465669.215315,5247949.481769,47.3841372,8.5451162,465665.8693020843,5247953.622591488
76,82992046.0,2281.0,465669.269402,5247949.041253,47.3841322,8.5451225,465666.34157182334,5247953.064145355
77,83989841.0,2311.0,465669.379325,5247948.43129,47.3841273,8.5451256,465666.572374459,5247952.518223775
78,84992067.0,2341.0,465669.568193,5247947.61702,47.3841254,8.5451326,465667.09949232155,5247952.3039830895
79,85990138.0,2371.0,465669.867298,5247946.819699,47.3841216,8.5451381,465667.5121583884,5247951.879250125
80,87001223.0,2401.0,465670.125197,5247946.183102,47.3841189,8.5451478,465668.2425496831,5247951.57491205
81,88000430.0,2431.0,465670.340223,5247945.692682,47.3841147,8.5451496,465668.3756845938,5247951.107357303
82,88994146.0,2461.0,465670.597957,5247945.27514,47.384111,8.5451479,465668.24496831803,5247950.696912725
83,89991047.0,2491.0,465670.835934,5247945.06063,47.3841062,8.5451459,465668.09089417756,5247950.16435351
84,91001091.0,2521.0,465670.861544,5247945.155078,47.3841011,8.5451479,465668.2385405308,5247949.596690353
85,91995038.0,2551.0,465670.805586,5247945.513965,47.3840942,8.5451556,465668.8152475946,5247948.826473281
86,92991947.0,2581.0,465670.77871,5247945.857956,47.3840853,8.5451588,465669.0510014935,5247947.835973419
87,93988793.0,2611.0,465670.754391,5247946.064116,47.3840773,8.5451576,465668.95523281663,5247946.947433987
88,94990710.0,2641.0,465670.690166,5247946.104349,47.3840724,8.5451605,465669.1709401703,5247946.401600708
89,95990981.0,2671.0,465670.681486,5247945.86881,47.3840673,8.5451621,465669.2883951785,5247945.834113963
90,96996051.0,2701.0,465670.735573,5247945.486816,47.3840634,8.5451618,465669.2632194367,5247945.400825318
91,97989612.0,2731.0,465670.88766,5247944.802549,47.3840641,8.545164,465669.4297274458,5247945.477648723
92,98992435.0,2761.0,465671.113239,5247943.935207,47.3840665,8.5451642,465669.44638141623,5247945.744281106
93,99994520.0,2791.0,465671.315385,5247943.034847,47.3840684,8.5451617,465669.2589178052,5247945.956537275
94,100998957.0,2821.0,465671.437281,5247942.163725,47.3840711,8.5451651,465669.51729893807,5247946.255098683
95,101991500.0,2851.0,465671.398187,5247941.31913,47.3840749,8.5451715,465670.0028308008,5247946.674584195
96,102999317.0,2881.0,465671.14607,5247940.536924,47.3840751,8.5451768,465670.402998623,5247946.694473918
97,103990109.0,2911.0,465670.978821,5247939.816449,47.3840721,8.5451799,465670.63503542246,5247946.359706294
98,104996367.0,2941.0,465670.815504,5247939.219367,47.3840644,8.5451806,465670.682871602,5247945.503669133
99,105992047.0,2971.0,465670.808923,5247938.838576,47.3840547,8.5451803,465670.65393045894,5247944.425805765
100,106990709.0,3001.0,465670.875234,5247938.445678,47.3840475,8.5451835,465670.8907885299,5247943.624233056
101,107990602.0,3031.0,465671.131077,5247937.934385,47.3840386,8.5451823,465670.794435774,5247942.635673386
102,108995519.0,3061.0,465671.404617,5247937.381885,47.3840285,8.5451781,465670.47086713155,5247941.515076242
103,109993408.0,3091.0,465671.552718,5247936.835703,47.3840233,8.5451763,465670.3316290619,5247940.937975361
104,110990173.0,3121.0,465671.654266,5247936.185499,47.3840163,8.5451707,465669.9044023483,5247940.162509638
105,111987977.0,3151.0,465671.708128,5247935.536218,47.3840118,8.5451708,465669.90902867296,5247939.662364473
106,112995073.0,3181.0,465671.743383,5247934.894544,47.3840073,8.5451686,465669.74005339143,5247939.163233484
107,113991817.0,3211.0,465671.819721,5247934.172172,47.384003,8.5451659,465669.53346844757,5247938.686549689
108,114998782.0,3241.0,465672.017062,5247933.477637,47.383997,8.545165,465669.4616419027,5247938.020145117
109,115993552.0,3271.0,465672.254675,5247932.789523,47.3839913,8.5451658,465669.51832438743,5247937.386331003
110,116997391.0,3301.0,465672.542042,5247932.043611,47.3839889,8.5451716,465669.95454432006,5247937.117052939
111,117996429.0,3331.0,465672.864339,5247931.341767,47.3839857,8.545175,465670.2090953323,5247936.759926309
112,119000177.0,3361.0,465673.282429,5247930.67921,47.3839791,8.5451726,465670.0236608044,5247936.027503003
113,119992133.0,3391.0,465673.700018,5247929.974768,47.3839739,8.5451719,465669.96744947793,5247935.449917097
114,120993081.0,3421.0,465674.011608,5247929.196064,47.3839703,8.5451779,465670.4179863058,5247935.047190598
115,121995711.0,3451.0,465674.087836,5247928.36812,47.3839631,8.5451792,465670.5114346002,5247934.246455672
116,123001768.0,3481.0,465674.093458,5247927.610274,47.3839577,8.5451837,465670.8475844223,5247933.644350187
117,123991598.0,3511.0,465673.961025,5247926.886746,47.383949,8.5451847,465670.91741526255,5247932.677047195
118,124998818.0,3541.0,465673.90281,5247926.21781,47.383943,8.5451901,465671.3211068385,5247932.007864759
119,125993836.0,3571.0,465674.008379,5247925.529122,47.3839358,8.5451928,465671.5202259981,5247931.206512558
120,126997959.0,3601.0,465674.183093,5247924.878859,47.3839287,8.5451987,465671.9609431646,5247930.414862781
121,127992701.0,3631.0,465674.38115,5247924.248058,47.3839199,8.5451999,465672.0458051326,5247929.4363582665
122,128992435.0,3661.0,465674.567003,5247923.563276,47.3839124,8.5452025,465672.2371818166,5247928.601710116
123,129991502.0,3691.0,465674.799659,5247922.850699,47.3839051,8.5452019,465672.18715525576,5247927.79069961
124,131001279.0,3721.0,465674.984334,5247922.079915,47.3838986,8.5451977,465671.8659232228,5247927.070183261
125,131996230.0,3751.0,465675.191356,5247921.235055,47.3838921,8.5451938,465671.5673348499,5247926.349534653
126,132991141.0,3781.0,465675.413656,5247920.376353,47.3838863,8.5451957,465671.70697982097,5247925.7041222025
127,133988976.0,3811.0,465675.476214,5247919.481151,47.3838806,8.5451957,465671.7032793761,5247925.070660859
128,135000631.0,3841.0,465675.353516,5247918.561051,47.3838778,8.5452023,465672.1996239695,5247924.75657681
129,135994228.0,3871.0,465675.318091,5247917.652003,47.3838686,8.5452,465672.020049346,5247923.735162085
130,136994127.0,3901.0,465675.376267,5247916.736309,47.3838629,8.545205,465672.3937447675,5247923.099496173
131,137992131.0,3931.0,465675.402054,5247915.807462,47.383856,8.5452046,465672.35907370463,5247922.332850916
132,138993058.0,3961.0,465675.516015,5247914.925767,47.3838511,8.5452134,465673.020109494,5247921.784416442
133,139992956.0,3991.0,465675.727216,5247914.171308,47.3838428,8.5452152,465673.1505838903,5247920.8612142
134,141002067.0,4021.0,465676.07029,5247913.518038,47.3838345,8.5452162,465673.2206749649,5247919.9383646855
135,141991779.0,4051.0,465676.469208,5247912.813142,47.3838252,8.5452129,465672.96555624856,5247918.906277484
136,142997790.0,4081.0,465676.847238,5247912.05399,47.383817,8.54521,465672.7413432367,5247917.996260856
137,144000772.0,4111.0,465677.074713,5247911.293544,47.3838105,8.5452137,465673.0163967598,5247917.272261318
138,145001041.0,4141.0,465677.301393,5247910.538839,47.3838017,8.5452152,465673.1239029056,5247916.293624571
139,145995818.0,4171.0,465677.548454,5247909.760032,47.3837936,8.5452167,465673.23186350893,5247915.392781324
140,146998800.0,4201.0,465677.710473,5247908.946931,47.3837874,8.5452229,465673.69581015373,5247914.701019643
141,147994496.0,4231.0,465677.979929,5247908.142921,47.3837804,8.5452223,465673.64597845654,5247913.923349213
142,148998262.0,4261.0,465678.417187,5247907.268977,47.3837746,8.5452265,465673.9592263452,5247913.276922774
143,149994169.0,4291.0,465678.843927,5247906.381733,47.3837659,8.5452275,465674.0290579951,5247912.309619852
144,150996059.0,4321.0,465679.221401,5247905.489051,47.3837608,8.5452315,465674.3276645562,5247911.741075111
145,151992068.0,4351.0,465679.542443,5247904.550612,47.3837545,8.5452355,465674.62549220445,5247911.039170104
146,153000973.0,4381.0,465679.733586,5247903.663522,47.3837503,8.5452439,465675.2567921507,5247910.568705747
147,153999721.0,4411.0,465679.810587,5247902.890954,47.3837446,8.5452481,465675.5701053132,5247909.933392756
148,154993557.0,4441.0,465679.771258,5247902.339836,47.3837404,8.5452561,465676.1712137179,5247909.463104846
149,155994580.0,4471.0,465679.69347,5247901.998038,47.3837348,8.5452695,465677.179001961,5247908.834849404
150,156997565.0,4501.0,465679.456902,5247901.877123,47.3837261,8.5452757,465677.6413268849,5247907.865254132
151,157994140.0,4531.0,465679.128211,5247901.762294,47.3837188,8.5452817,465678.0894647958,5247907.051334057
152,158994390.0,4561.0,465678.93463,5247901.413174,47.3837114,8.545291,465678.78661988745,5247906.224845923
153,159994194.0,4591.0,465678.827493,5247900.797501,47.3837044,8.5452963,465679.18211722653,5247905.444574584
154,160995299.0,4621.0,465678.763894,5247899.933715,47.3836955,8.5452946,465679.0480256454,5247904.456235255
155,162001043.0,4651.0,465678.913543,5247899.093039,47.3836902,8.545294,465678.9992979921,5247903.867491853
156,163001987.0,4681.0,465679.143991,5247898.264934,47.3836888,8.5453004,465679.4814575642,5247903.709083596
157,163990828.0,4711.0,465679.278828,5247897.560004,47.3836875,8.5453006,465679.49570968334,5247903.564521797
158,164993044.0,4741.0,465679.354914,5247897.055281,47.383688,8.5453004,465679.48093832476,5247903.620176746
159,165994055.0,4771.0,465679.437506,5247896.616045,47.3836849,8.5453003,465679.4713783298,5247903.2757067755
160,166995082.0,4801.0,465679.555285,5247896.099711,47.3836801,8.545302,465679.5965779186,5247902.74151627
161,167991661.0,4831.0,465679.707783,5247895.525064,47.3836724,8.5453017,465679.5689364258,5247901.885920068
162,168992593.0,4861.0,465679.820482,5247894.906662,47.3836626,8.5453011,465679.5172880913,5247900.797075623
163,169991622.0,4891.0,465680.024001,5247894.30152,47.3836551,8.5453036,465679.70111888804,5247899.962471846
164,170995588.0,4921.0,465680.263885,5247893.659036,47.3836504,8.5453127,465680.38493155193,5247899.4361327
165,171994336.0,4951.0,465680.3479,5247892.933847,47.3836476,8.5453173,465680.73031984235,5247899.122931015
166,172995352.0,4981.0,465680.461398,5247892.259599,47.3836441,8.5453201,465680.93939079536,5247898.7327292925
167,173990129.0,5011.0,465680.63558,5247891.645278,47.3836375,8.5453211,465681.01058674656,5247897.998806968
168,174995072.0,5041.0,465680.86499,5247891.12441,47.3836315,8.5453195,465680.88592543674,5247897.332710864
169,175994952.0,5071.0,465681.180771,5247890.71608,47.3836263,8.5453216,465681.04105748335,5247896.753890652
170,176994965.0,5101.0,465681.299488,5247890.444169,47.3836203,8.5453209,465680.9843277143,5247896.087397827
171,177993081.0,5131.0,465681.294272,5247890.190907,47.3836119,8.5453202,465680.9260402849,5247895.154184452
172,178997053.0,5161.0,465681.263679,5247890.039684,47.383607,8.5453202,465680.9228600857,5247894.60962999
173,179996241.0,5191.0,465681.271327,5247889.890905,47.3835998,8.5453157,465680.5785292023,5247893.811451945
174,180998178.0,5221.0,465681.363647,5247889.744476,47.3835949,8.5453159,465680.59044488205,5247893.266809324
175,181992783.0,5251.0,465681.508073,5247889.523772,47.3835882,8.5453161,465680.6011923183,5247892.522126288
176,182994665.0,5281.0,465681.712694,5247889.185264,47.3835834,8.5453174,465680.6962004289,5247891.9881121395
177,183994731.0,5311.0,465681.996235,5247888.822345,47.3835808,8.5453165,465680.6265813546,5247891.699561601
178,184999516.0,5341.0,465682.240217,5247888.571795,47.3835783,8.545316,465680.5872190052,5247891.421948095
179,185993211.0,5371.0,465682.339053,5247888.436021,47.3835768,8.545317,465680.6617250411,5247891.254806946
180,187000075.0,5401.0,465682.363963,5247888.295293,47.3835757,8.5453162,465680.6006274531,5247891.13291267
181,187997615.0,5431.0,465682.362059,5247888.175584,47.3835735,8.5453158,465680.56900776504,5247890.888595154
182,189001527.0,5461.0,465682.343822,5247888.026776,47.383572,8.545318,465680.7340893051,5247890.720925041
183,189993201.0,5491.0,465682.342592,5247887.86398,47.3835672,8.5453205,465680.9196729656,5247890.186381934
184,190995736.0,5521.0,465682.393726,5247887.688041,47.3835625,8.5453244,465681.21099299507,5247889.662335075
185,191992527.0,5551.0,465682.466958,5247887.600148,47.3835594,8.5453276,465681.4505157707,5247889.3164104875
186,192994367.0,5581.0,465682.524422,5247887.641428,47.383557,8.5453272,465681.4187663074,5247889.049866254
187,193990240.0,5611.0,465682.519752,5247887.693103,47.3835545,8.5453266,465681.37185601937,5247888.7722968245
188,194995069.0,5641.0,465682.505073,5247887.790012,47.383552,8.5453242,465681.1890824291,5247888.495520828
189,195994729.0,5671.0,465682.527182,5247887.810082,47.3835512,8.5453228,465681.0828917624,5247888.407231093
190,197002699.0,5701.0,465682.619976,5247887.604351,47.3835495,8.5453218,465681.00630882184,5247888.218744837
191,198001430.0,5731.0,465682.699835,5247887.384087,47.3835483,8.5453227,465681.0734616547,5247888.084987843
192,198994356.0,5761.0,465682.677143,5247887.284081,47.3835495,8.5453283,465681.49692630995,5247888.215879662
193,199996577.0,5791.0,465682.611813,5247887.321438,47.3835493,8.5453301,465681.6326598132,5247888.192859524
194,201005572.0,5821.0,465682.543305,5247887.395084,47.3835519,8.545332,465681.7777584868,5247888.480969285
195,202001508.0,5851.0,465682.551102,5247887.413251,47.3835543,8.5453329,465681.84724773956,5247888.747293126
196,203003441.0,5881.0,465682.665308,5247887.365264,47.3835559,8.5453363,465682.10491679714,5247888.923608151
197,203996374.0,5911.0,465682.882154,5247887.334557,47.3835553,8.5453368,465682.1422672017,5247888.856707621
198,205002457.0,5941.0,465683.041699,5247887.293922,47.3835537,8.5453369,465682.14877676894,5247888.678849842
199,205995449.0,5971.0,465683.104896,5247887.248822,47.3835519,8.5453338,465681.913621785,5247888.480175867
200,206995591.0,6001.0,465683.158811,5247887.094506,47.383551,8.5453319,465681.7696264232,5247888.380993159
201,207993540.0,6031.0,465683.456086,5247886.561006,47.3835519,8.5453304,465681.6569911106,5247888.481674549
202,208994515.0,6061.0,465683.982451,5247885.936211,47.3835538,8.5453336,465681.89975896396,5247888.691417794
203,209995355.0,6091.0,465684.351366,5247885.415382,47.3835572,8.5453375,465682.19633601594,5247889.06755284
204,210997215.0,6121.0,465684.376924,5247885.186268,47.3835585,8.5453388,465682.2953031904,5247889.211453455
205,211995136.0,6151.0,465684.205604,5247885.255447,47.3835584,8.5453432,465682.6273485349,5247889.198400664
206,213000140.0,6181.0,465684.034247,5247885.46388,47.3835575,8.5453451,465682.7701756908,5247889.097542981
207,213999303.0,6211.0,465683.986288,5247885.82862,47.3835581,8.5453464,465682.86868856294,5247889.163650109
208,214997074.0,6241.0,465684.23677,5247885.688511,47.3835559,8.5453515,465683.2522067847,5247888.916908328
209,215996530.0,6271.0,465684.774255,5247885.271403,47.3835493,8.5453572,465683.67815734877,5247888.180914442
210,217003469.0,6301.0,465685.52856,5247884.691355,47.3835434,8.5453608,465683.94605508517,5247887.523639677
211,217998276.0,6331.0,465686.22481,5247884.197148,47.3835397,8.545362,465684.0342294805,5247887.111916582
212,219004258.0,6361.0,465686.601319,5247883.906513,47.3835406,8.545363,465684.11029317055,5247887.21149603
213,220003159.0,6391.0,465686.685053,5247883.944118,47.3835438,8.5453648,465684.2482331567,5247887.566330064
214,220999835.0,6421.0,465686.665969,5247884.123918,47.3835471,8.54537,465684.64286871965,5247887.930778895
215,221995702.0,6451.0,465686.775469,5247884.3169,47.3835482,8.5453749,465685.0134326788,5247888.050866138
216,223000583.0,6481.0,465687.067812,5247884.532541,47.3835466,8.5453838,465685.6841629703,5247887.869129823
217,224003641.0,6511.0,465687.484716,5247884.871066,47.3835465,8.5453951,465686.53701775963,5247887.853036176
218,225004637.0,6541.0,465688.107946,5247885.263524,47.3835406,8.5454026,465687.09928637237,5247887.194042726
219,226003507.0,6571.0,465688.778461,5247885.677556,47.3835364,8.5454101,465687.66265822697,5247886.723976384
220,227003431.0,6601.0,465689.476843,5247886.162458,47.3835296,8.5454153,465688.0507399061,5247885.965976464
221,228000127.0,6631.0,465690.125062,5247886.723443,47.3835301,8.5454157,465688.0812562044,5247886.021366962
222,229004211.0,6661.0,465690.542148,5247887.445457,47.3835339,8.5454186,465688.30261290434,5247886.442396449
223,229995641.0,6691.0,465690.733075,5247888.323989,47.3835389,8.5454222,465688.577583963,5247886.996477728
224,230995707.0,6721.0,465691.075771,5247889.079467,47.3835446,8.5454264,465688.89829695114,5247887.628088094
225,231998398.0,6751.0,465691.537559,5247889.501004,47.3835485,8.5454334,465689.42918484175,5247888.058424129
226,234396748.0,6781.0,465691.952848,5247889.46488,47.3835542,8.5454583,465691.31232554576,5247888.680912532
227,235397579.0,6811.0,465692.27627,5247889.094481,47.3835589,8.5454642,465691.7607046532,5247889.200640359
228,236397499.0,6841.0,465692.43507,5247888.715732,47.3835624,8.5454663,465691.9214826529,5247889.588682444
229,237407541.0,6871.0,465692.399692,5247888.432959,47.3835733,8.5454687,465692.10970568703,5247890.798980701
230,238402464.0,6901.0,465692.312175,5247888.277315,47.3835818,8.5454712,465692.3039194733,5247891.74251435
231,239405365.0,6931.0,465692.447884,5247888.363892,47.3835841,8.5454764,465692.6979054578,5247891.995830159
232,240407358.0,6961.0,465692.742601,5247888.782076,47.3835828,8.5454795,465692.9310486769,5247891.849990517
233,241407298.0,6991.0,465693.147268,5247889.250665,47.3835815,8.5454829,465693.1868357777,5247891.7040186925
234,242404793.0,7021.0,465693.60394,5247889.563442,47.3835767,8.5454871,465693.5007358113,5247891.168726897
235,243409623.0,7051.0,465694.008206,5247889.712672,47.3835723,8.5454871,465693.4978811721,5247890.67973922
236,244405451.0,7081.0,465694.414612,5247889.777763,47.3835594,8.5454698,465692.1837148178,5247889.253739455
237,245407373.0,7111.0,465694.833987,5247889.812186,47.3835563,8.5454708,465692.25718312274,5247888.908784754
238,246405141.0,7141.0,465695.217184,5247889.834596,47.3835571,8.5454779,465692.79360734654,5247888.99456298
239,247406810.0,7171.0,465695.586212,5247889.928146,47.3835588,8.5454899,465693.70046550233,5247889.178202336
240,248404031.0,7201.0,465696.068755,5247890.116217,47.3835583,8.5455008,465694.522868766,5247889.117832676
241,249413674.0,7231.0,465696.606762,5247890.300335,47.3835524,8.5455081,465695.0700422208,5247888.458928115
242,250410303.0,7261.0,465697.102033,5247890.559831,47.3835458,8.5455193,465695.9111321945,5247887.720511736
243,251408057.0,7291.0,465697.615787,5247891.020236,47.3835389,8.5455253,465696.3595336939,5247886.951046524
244,252408088.0,7321.0,465698.18769,5247891.571574,47.3835397,8.5455316,465696.8355743299,5247887.037177602
245,253411118.0,7351.0,465698.763564,5247892.043259,47.3835391,8.5455416,465697.58998138504,5247886.966091556
246,254402031.0,7381.0,465699.433251,5247892.41881,47.3835407,8.5455481,465698.08163688163,5247887.141041466
247,255408061.0,7411.0,465700.268806,5247892.781483,47.3835431,8.5455586,465698.8757297881,5247887.403135983
248,256404609.0,7441.0,465700.882185,5247893.197653,47.3835441,8.5455686,465699.631174682,5247887.509863899
249,257408364.0,7471.0,465701.329619,5247893.662934,47.3835409,8.5455777,465700.3159635512,5247887.150227443
250,258406437.0,7501.0,465701.814887,5247894.140314,47.3835489,8.5455875,465701.0608529906,5247888.034978591
251,259411650.0,7531.0,465702.37554,5247894.545421,47.383558,8.5455958,465701.6932362908,5247889.042637553
252,260398511.0,7561.0,465703.000123,5247894.964367,47.383561,8.5456046,465702.3594026268,5247889.372161585
253,261411480.0,7591.0,465703.659728,5247895.542583,47.3835681,8.5456152,465703.1640914096,5247890.156540373
254,262412392.0,7621.0,465704.36324,5247895.860376,47.3835824,8.5456227,465703.73946312355,5247891.742446497
255,263406242.0,7651.0,465705.23594,5247896.017743,47.3835928,8.545628,465704.1462500666,5247892.895900884
256,264402342.0,7681.0,465706.041799,5247896.205784,47.383598,8.5456341,465704.61004790827,5247893.4711083695
257,265406204.0,7711.0,465706.707659,5247896.456037,47.3836044,8.5456429,465705.2784186817,5247894.178486848
